Iter,LossPinn,LossPinn,LPthLoss
0,8479.6181640625,0.18213510513305664,0.7483632564544678
100,0.007278680335730314,6.966586806811392e-05,0.12233200669288635
200,0.005396940745413303,2.4324599507963285e-06,0.08857531100511551
300,0.004686212632805109,3.1473899753109436e-07,0.08493058383464813
400,0.004322463646531105,2.6664852725843957e-07,0.08415821194648743
500,0.0034476048313081264,1.1091927376583044e-07,0.08311019837856293
600,0.0030317651107907295,6.13800125393027e-07,0.08168406039476395
700,0.0026879701763391495,4.2519803855611826e-07,0.08059930801391602
800,0.002541962545365095,4.582352630677633e-07,0.08011554926633835
900,0.002275645500048995,7.649911708540458e-07,0.079944908618927
1000,0.0023510060273110867,6.25444272372988e-07,0.07977284491062164
1100,0.0022335306275635958,1.7031564993885695e-06,0.07957039773464203
1200,0.0022090731654316187,8.833986839817953e-07,0.07922112941741943
1300,0.001997380517423153,9.929751740855863e-07,0.07888415455818176
1400,0.0018593200948089361,5.916028840147192e-07,0.07835564762353897
1500,0.001837636693380773,3.4359004530415405e-07,0.07638505101203918
1600,0.0017979159019887447,4.680503877807496e-07,0.07557059824466705
1700,0.0016468530520796776,3.873941238907719e-07,0.07528699934482574
1800,0.0016738480189815164,5.477343734128226e-07,0.07508262991905212
1900,0.0017092402558773756,3.943425213037699e-07,0.07527406513690948
2000,0.0015758745139464736,2.3208002630781266e-07,0.0753965824842453
2100,0.0015164506621658802,2.8744869950969587e-07,0.07552378624677658
2200,0.0014361739158630371,3.4213150001960457e-07,0.07576139271259308
2300,0.0015593525022268295,4.213586635160027e-07,0.07589387893676758
2400,0.001397373154759407,4.172762828602572e-07,0.0760144591331482
2500,0.0014350361889228225,5.643597091875563e-07,0.07616987079381943
2600,0.00138630042783916,7.940034265629947e-07,0.07610037922859192
2700,0.0014034765772521496,2.7862790830113227e-07,0.07613325119018555
2800,0.0013705757446587086,2.614454501781438e-07,0.07618806511163712
2900,0.0014027180150151253,3.606831455726933e-07,0.07649235427379608
3000,0.0013398043811321259,3.7044083001092076e-07,0.07687817513942719
3100,0.0013676420785486698,2.9211520313765504e-07,0.07702888548374176
3200,0.0013676912058144808,6.72527988854199e-08,0.07723566889762878
3300,0.001299288123846054,1.869396299980508e-07,0.07749301940202713
3400,0.0012202654033899307,3.9221765746333404e-07,0.07855067402124405
3500,0.001240205834619701,8.36744902699138e-07,0.0756387934088707
3600,0.0012063300237059593,2.1012402839915012e-07,0.07530327141284943
3700,0.00117016420699656,2.7986231998511357e-07,0.07541888952255249
3800,0.0011861666571348906,2.0386129051530588e-07,0.07523209601640701
3900,0.0012225479586049914,8.549704944016412e-08,0.07470235973596573
4000,0.001174266217276454,2.2498329599329736e-07,0.07493273168802261
4100,0.0011315587908029556,3.060518452002725e-07,0.07446348667144775
4200,0.0011214005062356591,3.4324483522141236e-07,0.07478123903274536
4300,0.0011013969779014587,5.923022854403825e-07,0.07507103681564331
4400,0.0011025683488696814,4.018789923065924e-07,0.07422970235347748
4500,0.0011118827387690544,1.0146276281375322e-06,0.07442809641361237
4600,0.0010420981561765075,9.515064789411554e-07,0.07375311851501465
4700,0.000975614064373076,4.267071460617444e-07,0.07260332256555557
4800,0.0009633456356823444,7.113819151527423e-07,0.07177159190177917
4900,0.0009635973256081343,2.0654029242450633e-07,0.07218866795301437
5000,0.0009610358974896371,5.356043288884393e-07,0.07145872712135315
5100,0.0009026008192449808,1.295742322326987e-06,0.07176166772842407
5200,0.000945940671954304,1.4505402532449807e-06,0.0691838413476944
5300,0.0008991749491542578,6.624272259614372e-07,0.06904470920562744
5400,0.0008862682152539492,2.065843546006363e-06,0.06881604343652725
5500,0.0008230436942540109,1.5150762919802219e-06,0.06717455387115479
5600,0.0008595659746788442,2.026663878496038e-06,0.0669175386428833
5700,0.0008460770477540791,2.176255065933219e-06,0.06630260497331619
5800,0.0008264012867584825,2.4840107926138444e-06,0.06357510387897491
5900,0.0008242392214015126,7.815258413756965e-07,0.06264277547597885
6000,0.0008123958250507712,1.1188385542482138e-06,0.062337711453437805
6100,0.0008861846290528774,3.8972322613517463e-07,0.05994625762104988
6200,0.0008669536327943206,1.9926669665437657e-06,0.05803312733769417
6300,0.0010352417593821883,6.971143193368334e-06,0.05376444756984711
6400,0.0009266466950066388,2.682297690626001e-06,0.05277310311794281
6500,0.0008903044508770108,1.3869566828361712e-06,0.052421748638153076
6600,0.0008670352399349213,8.587937259108003e-07,0.0526479035615921
6700,0.0008965804008767009,7.582863190691569e-07,0.052833445370197296
6800,0.0009212347795255482,6.096971674196539e-07,0.05294889956712723
6900,0.0009381608106195927,8.789830872046878e-07,0.05306731164455414
7000,0.0009335976210422814,5.543518000195036e-07,0.05310491472482681
7100,0.0009886680636554956,2.163200406357646e-06,0.052830636501312256
7200,0.0009511240059509873,9.709197001939174e-07,0.05257952958345413
7300,0.0009777175728231668,4.9360965022060554e-06,0.05145864561200142
7400,0.001012805849313736,1.8771852410282008e-06,0.04869351163506508
7500,0.0010098000057041645,3.788285539485514e-06,0.04636535421013832
7600,0.0010750310029834509,3.0544906621798873e-06,0.043444517999887466
7700,0.0010453438153490424,1.3423281188806868e-06,0.04217987507581711
7800,0.0011524107540026307,9.015519140120887e-07,0.04195178300142288
7900,0.0011211615055799484,6.464097168645822e-07,0.04192642122507095
8000,0.0011405025143176317,7.96278413872642e-07,0.042034879326820374
8100,0.0011757496977224946,5.752912102252594e-07,0.042198143899440765
8200,0.0011073421919718385,6.363242164297844e-07,0.04227159917354584
8300,0.0011260134633630514,7.251607598846022e-07,0.042300641536712646
8400,0.0011051534675061703,5.214961902311188e-07,0.042324382811784744
8500,0.001218907767906785,6.079277454773546e-07,0.04243479669094086
8600,0.0012051761150360107,7.028922937024618e-07,0.042572684586048126
8700,0.0011803421657532454,4.1162422803608933e-07,0.04262508451938629
8800,0.0011971869971603155,6.495999969047261e-07,0.042684923857450485
8900,0.0011463852133601904,5.660298256771057e-07,0.04269639402627945
9000,0.0011766599491238594,5.443388317871722e-07,0.04283054172992706
9100,0.0012167864479124546,4.73123748179205e-07,0.04295826703310013
9200,0.0011910917237401009,5.319756155586219e-07,0.043010108172893524
9300,0.0011633699759840965,6.60206524116802e-07,0.043156661093235016
9400,0.0012116956058889627,5.512079610525689e-07,0.04318416491150856
9500,0.0012216331670060754,4.996601887796714e-07,0.043236877769231796
9600,0.001174186123535037,7.17323587196006e-07,0.04325048625469208
9700,0.001189158414490521,4.619579101472482e-07,0.043294258415699005
9800,0.0011685315985232592,5.497876145454939e-07,0.043322205543518066
9900,0.0012445342727005482,5.599026735580992e-07,0.04338832199573517
10000,0.001180076040327549,4.5538445192505606e-07,0.04346149042248726
10100,0.0011932826600968838,5.368842721509282e-07,0.04347364604473114
10200,0.00127079663798213,5.198093049330055e-07,0.043510936200618744
10300,0.0012651125434786081,3.13889302105963e-07,0.04379734769463539
10400,0.0012016906403005123,4.373353590381157e-07,0.04396326467394829
10500,0.0011742899660021067,4.174047205651732e-07,0.04407626390457153
10600,0.0011627571657299995,4.919286311633186e-07,0.044085025787353516
10700,0.0012196095194667578,3.638900807345635e-07,0.04413485527038574
10800,0.0012058742577210069,4.559678927762434e-07,0.04417850822210312
10900,0.0011897594667971134,3.304153892713657e-07,0.04426362365484238
11000,0.001169595867395401,4.6362077910089283e-07,0.04431989789009094
11100,0.0011952801141887903,5.271542704576859e-07,0.04444298893213272
11200,0.001222560298629105,4.886539386461664e-07,0.044515255838632584
