Iter,LossPinn,LossPinn
0,278.6228942871094,7806.7333984375
100,7.127737045288086,208.6823272705078
200,0.9554681777954102,0.09540513902902603
300,0.8826749324798584,0.008173935115337372
400,0.8826735615730286,0.007933500222861767
500,0.8824012279510498,0.007930979132652283
600,0.8820967674255371,0.007925407029688358
700,0.8817600607872009,0.007919172756373882
800,0.8813925385475159,0.007912279106676579
900,0.8809956312179565,0.007905122824013233
1000,0.880571722984314,0.00789744034409523
1100,0.8801228404045105,0.007889232598245144
1200,0.8796519041061401,0.007880764082074165
1300,0.8791622519493103,0.007872035726904869
1400,0.8786585927009583,0.007862916216254234
1500,0.8781459927558899,0.007853537797927856
1600,0.8776307106018066,0.007844296284019947
1700,0.8771199584007263,0.007835060358047485
1800,0.8766219019889832,0.007825962267816067
1900,0.8761453032493591,0.007817395962774754
2000,0.875698983669281,0.007809229660779238
2100,0.8752914667129517,0.0078017255291342735
2200,0.8749296069145203,0.007795014884322882
2300,0.8746188282966614,0.007789227180182934
2400,0.8743614554405212,0.007784230634570122
2500,0.8741562366485596,0.007780417799949646
2600,0.8739998936653137,0.007777263876050711
2700,0.8738858699798584,0.0077750300988554955
2800,0.8738067746162415,0.007773322053253651
2900,0.8737545609474182,0.007772139739245176
3000,0.873721718788147,0.0077712200582027435
3100,0.8737021684646606,0.00777069479227066
3200,0.8736910223960876,0.007770300842821598
3300,0.8736850619316101,0.007770037744194269
3400,0.873681902885437,0.007769906427711248
3500,0.8736805319786072,0.007769775111228228
3600,0.8736798763275146,0.007769775111228228
3700,0.8736796975135803,0.007769643794745207
3800,0.873679518699646,0.007769643794745207
3900,0.8736793994903564,0.007769643794745207
4000,0.8736793994903564,0.007769643794745207
4100,0.8736793994903564,0.007769643794745207
4200,0.8736793994903564,0.007769643794745207
4300,0.8736793994903564,0.007769643794745207
4400,0.8736793994903564,0.007769643794745207
4500,0.873679518699646,0.007769512478262186
4600,0.873679518699646,0.007769512478262186
4700,0.873679518699646,0.007769512478262186
4800,0.873679518699646,0.007769512478262186
4900,0.873679518699646,0.007769512478262186
5000,0.873679518699646,0.007769512478262186
5100,0.873679518699646,0.007769512478262186
5200,0.873679518699646,0.007769512478262186
5300,0.873679518699646,0.007769512478262186
5400,0.873679518699646,0.007769512478262186
5500,0.873679518699646,0.007769512478262186
5600,0.873679518699646,0.007769512478262186
5700,0.873679518699646,0.007769512478262186
5800,0.8736794590950012,0.007769512478262186
5900,0.8736794590950012,0.007769512478262186
6000,0.8736794590950012,0.007769512478262186
