Size,Cuda,Python,tensorrt
20000,0.075723839,0.20134711265563965,0.010980844497680664
20000,0.018364063,0.20141267776489258,0.01241755485534668
40000,0.017666496,0.4086463451385498,0.021355867385864258
40000,0.016731808,0.3985722064971924,0.02118515968322754
80000,0.033357567000000005,0.7389876842498779,0.04372763633728027
80000,0.033355488,0.7296249866485596,0.04488778114318848
160000,0.061273761999999996,1.4725682735443115,0.0856330394744873
160000,0.09338278200000001,1.4981136322021484,0.08391833305358887
