Iter,LossPinn,LossPinn,LPthLoss
0,1.505646824836731,0.3570469319820404,0.8406974077224731
100,1.6903858184814453,0.0002044651482719928,0.24057945609092712
200,0.46277883648872375,6.147179374238476e-05,0.24804995954036713
300,0.32587990164756775,5.533083367481595e-06,0.09653684496879578
400,0.24701546132564545,0.0004039712075609714,0.0443430095911026
500,0.16989703476428986,0.0003333210479468107,0.040321964770555496
600,0.09829894453287125,0.00020944036077708006,0.07649655640125275
700,0.0794115960597992,0.00027941312873736024,0.08126801252365112
800,0.0723244920372963,0.0002472160558681935,0.07940207421779633
900,0.07169743627309799,0.00022355241526383907,0.07835772633552551
1000,0.06857475638389587,0.00021333429322112352,0.07877217233181
1100,0.06292678415775299,0.00023431061708834022,0.07844856381416321
1200,0.06036440283060074,0.00017299414321314543,0.07842086255550385
1300,0.05851360410451889,0.00020565527665894479,0.07748190313577652
1400,0.05494339019060135,0.0002456952934153378,0.07436303794384003
1500,0.05183066800236702,0.0002010807947954163,0.07510147988796234
1600,0.05052389204502106,0.00017724570352584124,0.07429695129394531
1700,0.047558918595314026,0.00014803532394580543,0.07177547365427017
1800,0.04258206859230995,0.00014492875197902322,0.070314422249794
1900,0.04184439778327942,0.00011604742758208886,0.06687939167022705
2000,0.03857069090008736,6.0754045989597216e-05,0.063631571829319
2100,0.034883689135313034,0.00010979731450788677,0.0620061531662941
2200,0.031853966414928436,0.00011229006486246362,0.05815914273262024
2300,0.030723316594958305,7.286921754712239e-05,0.056005947291851044
2400,0.02777070924639702,2.329099879716523e-05,0.05062875896692276
2500,0.0268879234790802,0.00017448613652959466,0.04868458956480026
2600,0.024078745394945145,1.1255899153184146e-05,0.04632384330034256
2700,0.021413814276456833,3.308348823338747e-05,0.04679807648062706
2800,0.020322568714618683,2.2151225493871607e-05,0.04794962704181671
2900,0.01731903851032257,3.793075302382931e-05,0.04940071702003479
3000,0.019098937511444092,8.022859219636302e-06,0.04951145499944687
3100,0.014694657176733017,1.7655671399552375e-05,0.05229635164141655
3200,0.012596999295055866,2.2190859453985468e-05,0.055248767137527466
3300,0.010913582518696785,1.7905529603012837e-05,0.06053026393055916
3400,0.010556556284427643,5.334121669875458e-05,0.06499041616916656
3500,0.010747757740318775,6.352518539642915e-05,0.0750671774148941
3600,0.010309694334864616,5.1502709538908675e-05,0.0793909803032875
3700,0.009477831423282623,3.679142537293956e-05,0.0778348296880722
3800,0.009542036801576614,5.418553701019846e-05,0.07814867794513702
3900,0.009684599004685879,3.156758248223923e-05,0.08351874351501465
4000,0.010041244328022003,5.1520120905479416e-05,0.08409877121448517
4100,0.009129232726991177,1.623938078409992e-05,0.08164830505847931
4200,0.008852843195199966,2.4172892153728753e-05,0.08098858594894409
4300,0.008778859861195087,6.689589554298436e-06,0.08142450451850891
4400,0.008238764479756355,2.7453805159893818e-05,0.08102092146873474
4500,0.0077402363531291485,1.7071857655537315e-05,0.07882987707853317
4600,0.008085033856332302,1.439826883142814e-05,0.07575875520706177
4700,0.008052831515669823,1.4465513231698424e-05,0.0779208317399025
4800,0.007237773388624191,7.118944267858751e-06,0.0801565945148468
4900,0.006835253443568945,4.144766080571571e-06,0.07741422951221466
5000,0.006832133047282696,1.5011315554147586e-05,0.07645907998085022
5100,0.006771585904061794,1.883574077510275e-05,0.07953481376171112
5200,0.0062995795160532,1.974469341803342e-05,0.08019477128982544
5300,0.006327496841549873,2.0551000488922e-05,0.08106246590614319
5400,0.006341957952827215,1.4581214600184467e-05,0.08162558078765869
5500,0.006075875833630562,2.1707555788452737e-05,0.08181752264499664
5600,0.005688882432878017,3.182658474543132e-05,0.08326242864131927
5700,0.006099224556237459,1.961679845408071e-05,0.08422070741653442
5800,0.005837682634592056,1.879083356470801e-05,0.08556337654590607
5900,0.005731027573347092,2.7523990866029635e-05,0.08711635321378708
6000,0.005881196819245815,1.9178436559741385e-05,0.08586053550243378
6100,0.005707224830985069,1.9125507606077008e-05,0.08552717417478561
6200,0.005626525729894638,2.253866841783747e-05,0.08643332123756409
6300,0.0056690797209739685,1.5828236428205855e-05,0.08624116331338882
6400,0.005815077573060989,2.1133004338480532e-05,0.0869196355342865
6500,0.005662286654114723,1.4657258361694403e-05,0.08795573562383652
6600,0.0055638570338487625,2.583119203336537e-05,0.08873273432254791
6700,0.005615901201963425,3.144815127598122e-05,0.08965422213077545
6800,0.005150196608155966,2.4255965399788693e-05,0.09063728153705597
6900,0.005039480980485678,3.850087887258269e-05,0.09339112043380737
7000,0.005108295939862728,2.7780890377471223e-05,0.09281672537326813
7100,0.005096857436001301,2.2457832528743893e-05,0.09247453510761261
7200,0.0052664875984191895,2.303758628841024e-05,0.09161373972892761
7300,0.005272958427667618,2.9762386475340463e-05,0.09574009478092194
7400,0.005118661094456911,2.1659396225004457e-05,0.09735192358493805
7500,0.005326657555997372,2.0123063222854398e-05,0.09704120457172394
7600,0.004928365349769592,2.1965446649119258e-05,0.09678216278553009
7700,0.004960948601365089,1.6659299944876693e-05,0.09671391546726227
7800,0.005041875876486301,1.989597876672633e-05,0.09699584543704987
7900,0.005180262494832277,2.332074654987082e-05,0.09710922092199326
8000,0.005152197554707527,1.790716669347603e-05,0.09703982621431351
8100,0.00497835036367178,2.1740892407251522e-05,0.09690403938293457
8200,0.004626850597560406,2.4843848223099485e-05,0.0970805436372757
8300,0.0048086680471897125,1.9123937818221748e-05,0.09709367156028748
8400,0.0047918823547661304,2.1592264602077194e-05,0.09716971218585968
8500,0.004751954227685928,2.6521960535319522e-05,0.09774315357208252
8600,0.004915115423500538,3.168018884025514e-05,0.09823623299598694
8700,0.004969717003405094,3.136613668175414e-05,0.09837502241134644
8800,0.004904182627797127,3.381124770385213e-05,0.099118173122406
8900,0.005090756341814995,2.7585019779508002e-05,0.09972649067640305
9000,0.004670825786888599,2.7757134375860915e-05,0.09947376698255539
9100,0.004591793287545443,3.279993325122632e-05,0.0992991104722023
9200,0.004965675994753838,3.2136249501490965e-05,0.0990220308303833
9300,0.004553732927888632,3.093820851063356e-05,0.09953448921442032
9400,0.004782575182616711,3.040910087293014e-05,0.10029886662960052
9500,0.004651766270399094,2.9654553145519458e-05,0.100673146545887
9600,0.004549308679997921,3.7843634345335886e-05,0.10020068287849426
9700,0.004630906507372856,3.563512655091472e-05,0.10004393011331558
9800,0.004446919541805983,3.227410343242809e-05,0.09994469583034515
9900,0.004304693546146154,2.8928454412380233e-05,0.09971834719181061
10000,0.0042429156601428986,3.527219087118283e-05,0.09951171278953552
10100,0.004099602811038494,4.0064198401523754e-05,0.1004403606057167
10200,0.0039989156648516655,3.295006536063738e-05,0.10045963525772095
10300,0.004075159318745136,3.971179103245959e-05,0.10041332244873047
10400,0.004032750613987446,3.188354821759276e-05,0.10054709017276764
10500,0.003955218009650707,4.194902066956274e-05,0.1011226624250412
10600,0.0037088352255523205,3.84160885005258e-05,0.1011199802160263
10700,0.0039884657599031925,3.838427801383659e-05,0.10086841881275177
10800,0.004031812772154808,3.618299888330512e-05,0.10057185590267181
10900,0.004167565144598484,3.5950746678281575e-05,0.100222647190094
11000,0.004059063736349344,3.658552668639459e-05,0.0999482274055481
11100,0.004072486888617277,3.534541974659078e-05,0.09960633516311646
11200,0.004094568081200123,3.6168617953080684e-05,0.10003797709941864
11300,0.003975642845034599,3.772907439270057e-05,0.10034245252609253
11400,0.003786708926782012,4.7073182940948755e-05,0.10023415833711624
11500,0.004048327915370464,4.008493124274537e-05,0.10006585717201233
11600,0.0039023743011057377,3.2426883990410715e-05,0.0997660756111145
11700,0.003899815957993269,4.176043512416072e-05,0.09969949722290039
11800,0.004216455854475498,4.165567588643171e-05,0.09996265172958374
11900,0.004144608974456787,4.091427399544045e-05,0.09971237182617188
12000,0.004312768578529358,3.857611955027096e-05,0.09977944195270538
12100,0.0043145110830664635,3.831033973256126e-05,0.09966991096735
12200,0.004272155463695526,3.844234379357658e-05,0.09946572780609131
12300,0.004462825134396553,3.752811244339682e-05,0.09998176991939545
12400,0.004276817198842764,5.169949508854188e-05,0.1002277284860611
12500,0.004534006118774414,4.5927430619485676e-05,0.09994538128376007
12600,0.004622627981007099,3.572961577447131e-05,0.09991313517093658
12700,0.0043208845891058445,4.0279141103383154e-05,0.1000385582447052
12800,0.004385136533528566,4.191074185655452e-05,0.09939652681350708
12900,0.004357718862593174,4.285287650418468e-05,0.09971398115158081
13000,0.004483649507164955,4.457939212443307e-05,0.09945139288902283
13100,0.004259482026100159,4.0824332245392725e-05,0.10020376741886139
13200,0.00443078950047493,4.116803756915033e-05,0.09965936839580536
13300,0.004063161090016365,4.0355156670557335e-05,0.09941388666629791
13400,0.003898084629327059,3.83164660888724e-05,0.09922956675291061
13500,0.004449894186109304,3.851282599498518e-05,0.09886345267295837
13600,0.004312058910727501,4.096854536328465e-05,0.09885518252849579
13700,0.004487326368689537,3.7925117794657126e-05,0.09858527779579163
13800,0.004350246861577034,3.78347140213009e-05,0.09829661250114441
13900,0.004195602610707283,3.33385614794679e-05,0.09809403121471405
14000,0.004213815089315176,3.561722405720502e-05,0.09862609207630157
14100,0.0042677707970142365,3.442939487285912e-05,0.09828640520572662
14200,0.004126241430640221,3.594443842303008e-05,0.09849335253238678
14300,0.004025459289550781,4.3666204874170944e-05,0.09900495409965515
14400,0.004204222932457924,3.7836944102309644e-05,0.09864723682403564
14500,0.004089755937457085,4.35672773164697e-05,0.09905347228050232
14600,0.003968002274632454,4.1909286665031686e-05,0.0992153212428093
14700,0.003997781313955784,3.582099816412665e-05,0.09905022382736206
14800,0.00434296578168869,3.582714271033183e-05,0.09858043491840363
14900,0.0041680182330310345,3.805852247751318e-05,0.09875000268220901
15000,0.003978449385613203,3.772148920688778e-05,0.0986458957195282
15100,0.003993358928710222,3.990274126408622e-05,0.0989132672548294
15200,0.003896207781508565,3.953927443944849e-05,0.09896455705165863
15300,0.0040247151628136635,3.57958379026968e-05,0.09849769622087479
15400,0.004069851711392403,3.780627594096586e-05,0.09837210178375244
15500,0.004035133868455887,3.961234324378893e-05,0.0983610674738884
15600,0.0039399899542331696,3.9880051190266386e-05,0.098416768014431
15700,0.0037780161947011948,3.5683940950548276e-05,0.09860393404960632
15800,0.004046533722430468,3.4247394069097936e-05,0.09789374470710754
