Iter,LossPinn,LossPinn,LPthLoss
0,415.18975830078125,0.26940393447875977,2.168349027633667
100,0.09392653405666351,8.861959213390946e-05,0.682984471321106
200,0.03057369776070118,0.0012463015737012029,0.2649063169956207
300,0.015027320012450218,5.072939893580042e-05,0.049492690712213516
400,0.010820104740560055,0.00010276734974468127,0.04551918804645538
500,0.01081867516040802,6.684179243166e-05,0.04895579069852829
600,0.010643010959029198,5.851831519976258e-05,0.0371287502348423
700,0.010050222277641296,5.395900006988086e-05,0.03557160124182701
800,0.009739125147461891,3.446346818236634e-05,0.03430302441120148
900,0.009784422814846039,3.832768925349228e-05,0.0377156138420105
1000,0.008836545050144196,2.9554499633377418e-05,0.029181677848100662
1100,0.009022876620292664,3.7049212551210076e-05,0.027665698900818825
1200,0.008909555152058601,5.762307773693465e-05,0.026224346831440926
1300,0.008656306192278862,6.332698103506118e-05,0.029611339792609215
1400,0.007905535399913788,3.203258165740408e-05,0.0230318084359169
1500,0.008562469854950905,5.669874371960759e-05,0.021908724680542946
1600,0.008348878473043442,3.0802941182628274e-05,0.021574359387159348
1700,0.007921863347291946,2.296407001267653e-05,0.025779221206903458
1800,0.008071192540228367,2.856286482710857e-05,0.020760847255587578
1900,0.00804835557937622,3.226054468541406e-05,0.02058006078004837
2000,0.007932182401418686,3.1130937713896856e-05,0.020506272092461586
2100,0.008157609030604362,3.0381557735381648e-05,0.02501998469233513
2200,0.007307953201234341,2.514746483939234e-05,0.0202223751693964
2300,0.00788996834307909,3.724313137354329e-05,0.019962385296821594
2400,0.008007531054317951,3.2413510780315846e-05,0.019923871383070946
2500,0.0077400850132107735,3.604410449042916e-05,0.024550024420022964
2600,0.007760947570204735,2.619089536892716e-05,0.019922347739338875
2700,0.007232670672237873,2.40501067310106e-05,0.019702624529600143
2800,0.007597392424941063,2.3356798919849098e-05,0.01967059075832367
2900,0.007444129325449467,2.189714359701611e-05,0.024350188672542572
3000,0.007557382807135582,2.649413545441348e-05,0.01970534585416317
3100,0.0076688071712851524,2.1685826141037978e-05,0.01947055011987686
3200,0.007233302108943462,2.2225078282644972e-05,0.019449904561042786
3300,0.007150201126933098,2.1602221750072204e-05,0.02412121184170246
3400,0.0075560519471764565,2.0988323740311898e-05,0.01955888792872429
3500,0.007251560688018799,2.0001140001113527e-05,0.019294632598757744
3600,0.007401016540825367,1.6905685697565787e-05,0.01929638907313347
3700,0.008288763463497162,1.9534174498403445e-05,0.02395101636648178
3800,0.0070049939677119255,2.0920362658216618e-05,0.01942088082432747
3900,0.007189178839325905,1.9120832803309895e-05,0.019133644178509712
4000,0.007365149445831776,1.8140368410968222e-05,0.019129913300275803
4100,0.0071092937141656876,1.9062819774262607e-05,0.023805351927876472
4200,0.0068141017109155655,1.905451608763542e-05,0.019308116286993027
4300,0.007069180719554424,1.810813046176918e-05,0.01899798959493637
4400,0.007518239319324493,1.7685866623651236e-05,0.018986109644174576
4500,0.007051552180200815,1.788003464753274e-05,0.023671817034482956
4600,0.006959808059036732,1.7511772966827266e-05,0.019210413098335266
4700,0.007509068585932255,1.7329621186945587e-05,0.018870744854211807
4800,0.0075126709416508675,1.7758347894414328e-05,0.01886052079498768
4900,0.006983610801398754,1.7523610949865542e-05,0.023554950952529907
5000,0.006612776778638363,1.8600487237563357e-05,0.01911376789212227
5100,0.006983393803238869,1.7835151084000245e-05,0.01876344159245491
5200,0.007362327538430691,1.775890814315062e-05,0.018757088109850883
5300,0.007232172414660454,1.7737151210894808e-05,0.023452816531062126
5400,0.007024143822491169,1.81667764991289e-05,0.01902608573436737
5500,0.007416927255690098,1.768381116562523e-05,0.01866324245929718
5600,0.007223034743219614,1.709514435788151e-05,0.018676597625017166
5700,0.007514410652220249,1.7713027773424983e-05,0.02335868589580059
5800,0.007106143981218338,1.7808681150199845e-05,0.01895439252257347
5900,0.006782230921089649,1.7225696865352802e-05,0.018563495948910713
6000,0.0068688951432704926,1.716652695904486e-05,0.018565665930509567
6100,0.007637212984263897,1.8258793716086075e-05,0.02326156198978424
6200,0.006806046701967716,1.9982706362497993e-05,0.018865549936890602
6300,0.006821133196353912,1.9044824512093328e-05,0.01847154274582863
6400,0.007145671173930168,1.830129804147873e-05,0.018492981791496277
6500,0.006887441501021385,1.824234459490981e-05,0.02318568155169487
